OBJECTID_1,STATION NAME,Total Population,White Alone,Black or African American Alone,Asian Alone,American Indian & Alaskan Native Alone,Other Race,Population of Two or More races,Hispanic or Latino,Not Hispanic or Latino,Total Population Percent,White Alone Percent,Black or African American Alone Percent,Asian Alone Percent,American Indian & Alaskan Native Percent,Others Percent,Population of Two or More Races Percent,Hispanic or Latino Percent,Not Hispanic or Latino Percent,Total Population,Under 5 Years,5 to 17 Years,18 to 24 Years,25 to 34 Years,35 to 44 Years,45 to 54 Years,55 to 64 Years,65 years and Over,Total Population Percent,Under 5 Years Percent,5 to 17 Years Percent,18 to 24 Years Percent,25 to 34 Years Percent,35 to 44 Years Percent,45 to 54 Years Percent,55 to 64 Years Percent,65 Years and Ober Percent,Total Households,1 Person Households,2 or More Person Households,Family Households,Non-Family Households,Total Households Percent,1 Person Households Percent,2 or More Person Households Percent,Family Households Percent,Non-Family Households Percent,Total Housing Units,Occupied Housing Units,Vacant Housing Units,Owner-Occupied Units,Renter-Occupied Units,Total Housing Units Percent,Occupied Housing Units Percent,Vacant Housing Units Percent,Owner-Occupied Units Percent,Renter-Occupied Units Percent,Occupied Units Percent (Check digit),Population for Education,Number High School Graduate or Higher,Number Bachelor Degree or Better,Educational Total Percent,Percent High School Graduate or Higher,Percent Bachelor Degree or Higher,Estimate Total Number of Families,Estimate Below Poverty,Estimate Number of Families Percent,Estimate Below Poverty Percent,Workers 16 Years and Over,"Car, Truck, or Van - Drove Alone","Car, Truck, or Van - Carpooled",Public Transportation (including Taxi),Walked,Other Means,Worked at Home,Workers 16 Years and Over Percent,"Car, Truck, or Van - Drove Alone Percent","Car, Truck, or Van - Carpooled Percent",Public Transportation (including Taxi) Percent,Walked Percent,Other means Percent,Worked at Home Percent,Median Travel Time to Work (in minutes),Total Number of Households for Income,"Less than $24,999","$25,000 to $49,999","$50,000 to $74,999","$75,000 to $99,999","$100,000 to $149,999","$150,000 or More",Number of Households Percent,"Less than $24,999 Percent","$25,000 to $49,999 Percent","$50,000 to $74,999 Percent","$75,000 to $99,999 Percent","$100,000 to $149,999 Percent","$150,000 or More",Median Household Income,Total Housing Units,"1-unit, detached","1-unit, attached",2 units,3 to 4 units,5 to 9 units,10 to 19 units,20 or more units,Mobile home,"Boat, RV, van, etc.",Total Housing Units Percent,"1-unit, detached Percent","1-unit, attached Percent",2 units Percent,3 to 4 units Percent,5 to 9 Units Percent,10 to 19 units Percent,20 or more units Percent,Mobile home Percent,"Boat, RV, van, etc. Percent",Owned Units (Valued),"Less than $50,000","$50,000 to $99,999","$100,000 to $149,999","$150,000 to $199,999","$200,000 to $299,999","$300,000 to $499,999","$500,000 to $999,999","$1,000,000 or more",Valued Units Percent,"Less than $50,000 Percent","$50,000 to $99,999 Percent","$100,000 to $149,999 Percent","$150,000 to $199,999 Percent","$200,000 to $299,999 Percent","$300,000 to 499,999 Percent","$500,000 to $999,999 Percent","$1,000,000 or more Percent",Median Value (owner-occupied),Household Population for Vehicles,No Vehicle Available,1 Vehicle Available,2 Vehicles Available,3 or More Vehicles Available,Household Vehicles Percent,No Vehicle Available Percent,1 Vehicle Available Percent,2 Vehicles Available Percent,3 or More Vehicles Available Percent,Specified Renter-Occupied Units,Units with Cash Rent,Less than $200,$200 to $299,$300 to $499,$500 to $749,$750 to $999,"$1,000 to $1,499","$1,500 or More",No Cash Rent,Total Rental Units Percent,Units with Cash Rent Percent,Less than $200 Percent,$200 to $299 Percent,$300 to $499 Percent,$500 to $749 Percent,$750 to $999 Percent,"$1,000 to $1,499 Percent","$1,500 or more Percent",No Cash Rent Percent,Median (gross rent),x,y
54,NEW CARROLLTON WMATA STATION,8287,906,6033,116,16,1083,266,1565,6722,1,0.11,0.73,0.01,0,0.13,0.03,0.19,0.81,8287,806,1247,882,1449,1053,1033,1163,654,1,0.1,0.15,0.11,0.17,0.13,0.12,0.14,0.08,3088,1065,2023,1850,1238,1,0.34,0.66,0.6,0.4,3346,3088,258,1073,2015,1,0.92,0.08,0.35,0.65,1,5352,2605,1167,1,0.49,0.22,1850,122,1,0.07,3859,2565,245,897,78,64,10,1,0.66,0.06,0.23,0.02,0.02,0,33.97,3088,423,849,855,447,420,94,1,0.14,0.27,0.28,0.14,0.14,0.03,57953.22,3346,595,138,50,98,559,1677,229,0,0,1,0.18,0.04,0.01,0.03,0.17,0.5,0.07,0,0,1073,212,171,100,191,315,77,126,0,1,0.2,0.16,0.09,0.18,0.29,0.07,0.12,0,164005.24,3088,502,1362,918,306,1,0.16,0.44,0.3,0.1,2015,2011,16,0,9,0,99,1335,556,4,1,1,0.01,0,0,0,0.05,0.66,0.28,0,1330.15,411090.1457000002,142253.84840000048
13,NORTH AVENUE,18086,7662,8721,740,42,527,788,1154,16932,1,0.42,0.48,0.04,0,0.03,0.04,0.06,0.94,18086,828,1716,2149,4685,2161,2344,1903,2300,1,0.05,0.09,0.12,0.26,0.12,0.13,0.11,0.13,8533,4318,4215,2847,5686,1,0.51,0.49,0.33,0.67,10669,8533,2136,2173,6360,1,0.8,0.2,0.25,0.75,1,13393,8814,6285,1,0.66,0.47,2847,543,1,0.19,9191,4529,320,2358,1307,426,251,1,0.49,0.03,0.26,0.14,0.05,0.03,23.33,8533,2671,1744,1458,1042,893,725,1,0.31,0.2,0.17,0.12,0.1,0.08,47871.27,10669,239,3200,693,1846,1445,494,2746,6,0,1,0.02,0.3,0.06,0.17,0.14,0.05,0.26,0,0,2173,32,300,71,306,667,559,784,0,1,0.01,0.14,0.03,0.14,0.31,0.26,0.36,0,256596.7,8533,3164,3418,1630,295,1,0.37,0.4,0.19,0.03,6360,6192,183,606,491,545,1629,1622,1284,168,1,0.97,0.03,0.1,0.08,0.09,0.26,0.26,0.2,0.03,945.28,432548.8017999977,182691.13390000165
26,NORTH LINTHICUM,9138,6786,969,449,144,182,1216,627,8511,1,0.74,0.11,0.05,0.02,0.02,0.13,0.07,0.93,9138,596,1383,656,1220,1165,1235,1111,1772,1,0.07,0.15,0.07,0.13,0.13,0.14,0.12,0.19,3328,752,2576,2384,944,1,0.23,0.77,0.72,0.28,3621,3328,293,2756,572,1,0.92,0.08,0.83,0.17,1,6503,3897,1714,1,0.6,0.26,2384,177,1,0.07,4102,3400,369,138,35,74,86,1,0.83,0.09,0.03,0.01,0.02,0.02,21.41,3328,507,615,516,453,740,497,1,0.15,0.18,0.16,0.14,0.22,0.15,76434.88,3621,2911,97,26,20,64,118,71,314,0,1,0.8,0.03,0.01,0.01,0.02,0.03,0.02,0.09,0,2756,231,40,109,296,1063,939,261,0,1,0.08,0.01,0.04,0.11,0.39,0.34,0.09,0,266039.51,3328,159,1126,1320,611,1,0.05,0.34,0.4,0.18,572,508,0,0,12,92,68,190,210,64,1,0.89,0,0,0.02,0.16,0.12,0.33,0.37,0.11,1215.79,430582.22119999677,171887.48169999942
25,NURSERY ROAD,7744,5893,1117,265,14,148,614,1126,6618,1,0.76,0.14,0.03,0,0.02,0.08,0.15,0.85,7744,410,1421,628,971,1247,1045,942,1080,1,0.05,0.18,0.08,0.13,0.16,0.13,0.12,0.14,2677,601,2076,1799,878,1,0.22,0.78,0.67,0.33,2980,2677,303,1924,753,1,0.9,0.1,0.72,0.28,1,5285,2972,800,1,0.56,0.15,1799,209,1,0.12,3514,2941,321,141,37,47,27,1,0.84,0.09,0.04,0.01,0.01,0.01,22.17,2677,533,636,436,413,444,215,1,0.2,0.24,0.16,0.15,0.17,0.08,59719.04,2980,1797,445,40,82,66,118,95,337,0,1,0.6,0.15,0.01,0.03,0.02,0.04,0.03,0.11,0,1924,250,68,231,343,819,196,176,0,1,0.13,0.04,0.12,0.18,0.43,0.1,0.09,0,208547.01,2677,133,959,1020,473,1,0.05,0.36,0.38,0.18,753,670,0,0,0,124,127,299,203,83,1,0.89,0,0,0,0.16,0.17,0.4,0.27,0.11,1140.47,430965.89169999957,172660.60029999912
51,ODENTON,9562,6864,1699,328,58,158,910,1245,8317,1,0.72,0.18,0.03,0.01,0.02,0.1,0.13,0.87,9562,499,1452,1026,1764,1441,1290,958,1132,1,0.05,0.15,0.11,0.18,0.15,0.13,0.1,0.12,3925,1338,2587,2250,1675,1,0.34,0.66,0.57,0.43,4153,3925,228,2042,1883,1,0.95,0.05,0.52,0.48,1,6585,4148,3009,1,0.63,0.46,2250,32,1,0.01,4768,3449,333,524,161,0,301,1,0.72,0.07,0.11,0.03,0,0.06,25.65,3925,357,562,620,637,889,860,1,0.09,0.14,0.16,0.16,0.23,0.22,91620.88,4153,944,1231,49,52,120,571,1087,99,0,1,0.23,0.3,0.01,0.01,0.03,0.14,0.26,0.02,0,2042,51,0,23,41,895,775,394,37,1,0.02,0,0.01,0.02,0.44,0.38,0.19,0.02,302838.71,3925,132,1429,1796,544,1,0.03,0.36,0.46,0.14,1883,1870,64,27,50,30,10,323,1379,13,1,0.99,0.03,0.01,0.03,0.02,0.01,0.17,0.73,0.01,2594.22,425431.13660000265,157760.42700000107
33,OLD COURT,13084,5569,6861,362,26,138,256,337,12747,1,0.43,0.52,0.03,0,0.01,0.02,0.03,0.97,13084,516,1958,954,1398,1965,1336,1946,3011,1,0.04,0.15,0.07,0.11,0.15,0.1,0.15,0.23,5348,1998,3350,3068,2280,1,0.37,0.63,0.57,0.43,5885,5348,537,2865,2483,1,0.91,0.09,0.54,0.46,1,9656,6432,4401,1,0.67,0.46,3068,180,1,0.06,6101,4482,387,674,199,46,313,1,0.73,0.06,0.11,0.03,0.01,0.05,30.64,5348,737,968,941,974,1114,614,1,0.14,0.18,0.18,0.18,0.21,0.11,75718.69,5885,2482,629,19,69,522,1251,913,0,0,1,0.42,0.11,0,0.01,0.09,0.21,0.16,0,0,2865,47,38,231,672,1176,519,506,0,1,0.02,0.01,0.08,0.23,0.41,0.18,0.18,0,237797.62,5348,696,2214,1703,713,1,0.13,0.41,0.32,0.13,2483,2405,51,106,88,63,23,924,1228,78,1,0.97,0.02,0.04,0.04,0.03,0.01,0.37,0.49,0.03,1471.59,422040.48640000075,189255.89570000023
32,OWINGS MILLS,14606,5219,7120,1234,73,50,1820,1242,13364,1,0.36,0.49,0.08,0.01,0,0.12,0.09,0.91,14606,818,2225,891,3116,2486,2242,1245,1583,1,0.06,0.15,0.06,0.21,0.17,0.15,0.09,0.11,6322,2313,4009,3664,2658,1,0.37,0.63,0.58,0.42,6744,6322,422,3296,3026,1,0.94,0.06,0.52,0.48,1,10672,7230,5357,1,0.68,0.5,3664,239,1,0.07,7624,5997,693,655,156,25,98,1,0.79,0.09,0.09,0.02,0,0.01,32.55,6322,507,1561,1205,869,1411,769,1,0.08,0.25,0.19,0.14,0.22,0.12,72676.35,6744,760,2501,29,34,523,1745,1152,0,0,1,0.11,0.37,0,0.01,0.08,0.26,0.17,0,0,3296,33,43,317,900,1710,238,148,39,1,0.01,0.01,0.1,0.27,0.52,0.07,0.04,0.01,220760.23,6322,485,2961,2100,613,1,0.08,0.47,0.33,0.1,3026,3019,0,21,44,9,71,1313,1568,7,1,1,0,0.01,0.01,0,0.02,0.43,0.52,0,1614.99,418957.71379999816,193253.7226999998
23,PATAPSCO,8052,3052,4831,27,0,19,246,589,7463,1,0.38,0.6,0,0,0,0.03,0.07,0.93,8052,595,2229,516,1405,896,694,942,775,1,0.07,0.28,0.06,0.17,0.11,0.09,0.12,0.1,2787,758,2029,1901,886,1,0.27,0.73,0.68,0.32,3168,2787,381,970,1817,1,0.88,0.12,0.35,0.65,1,4712,2581,367,1,0.55,0.08,1901,700,1,0.37,2656,1839,304,381,90,17,25,1,0.69,0.11,0.14,0.03,0.01,0.01,24.37,2787,1231,588,279,295,286,108,1,0.44,0.21,0.1,0.11,0.1,0.04,31909.01,3168,968,1658,43,79,281,33,83,23,0,1,0.31,0.52,0.01,0.02,0.09,0.01,0.03,0.01,0,970,61,80,109,361,309,41,168,9,1,0.06,0.08,0.11,0.37,0.32,0.04,0.17,0.01,182548.48,2787,1174,730,561,279,1,0.42,0.26,0.2,0.1,1817,1745,393,342,278,230,122,292,160,72,1,0.96,0.22,0.19,0.15,0.13,0.07,0.16,0.09,0.04,398.92,431941.7502999976,174936.26410000026
15,PENN STATION,25069,9973,12694,1075,140,466,1442,1148,23921,1,0.4,0.51,0.04,0.01,0.02,0.06,0.05,0.95,25069,817,1703,3758,8181,2915,2772,2394,2529,1,0.03,0.07,0.15,0.33,0.12,0.11,0.1,0.1,10798,6110,4688,3009,7789,1,0.57,0.43,0.28,0.72,13173,10798,2375,2166,8632,1,0.82,0.18,0.2,0.8,1,18791,12101,8064,1,0.64,0.43,3009,528,1,0.18,11218,5000,430,3055,1928,486,319,1,0.45,0.04,0.27,0.17,0.04,0.03,23.83,10798,3527,2457,1726,1269,1019,800,1,0.33,0.23,0.16,0.12,0.09,0.07,44047.62,13173,245,3227,619,1527,1917,687,4931,0,20,1,0.02,0.24,0.05,0.12,0.15,0.05,0.37,0,0,2166,117,326,148,258,619,477,833,0,1,0.05,0.15,0.07,0.12,0.29,0.22,0.38,0,237802.91,10798,4185,4647,1661,284,1,0.39,0.43,0.15,0.03,8632,8446,222,840,609,460,1950,2978,1573,186,1,0.98,0.03,0.1,0.07,0.05,0.23,0.35,0.18,0.02,1023.84,433150.6374000013,182201.18820000067
39,PENN-NORTH,22685,1291,20531,148,36,382,594,337,22348,1,0.06,0.91,0.01,0,0.02,0.03,0.01,0.99,22685,1297,3734,2788,3059,2633,3319,2783,3072,1,0.06,0.16,0.12,0.13,0.12,0.15,0.12,0.14,8404,3574,4830,4144,4260,1,0.43,0.57,0.49,0.51,12544,8404,4140,2937,5467,1,0.67,0.33,0.35,0.65,1,14866,7697,2507,1,0.52,0.17,4144,1032,1,0.25,7988,3769,802,2741,389,82,205,1,0.47,0.1,0.34,0.05,0.01,0.03,29.59,8404,3581,2220,1172,570,488,373,1,0.43,0.26,0.14,0.07,0.06,0.04,31993.24,12544,374,7581,739,1569,718,500,1059,0,4,1,0.03,0.6,0.06,0.13,0.06,0.04,0.08,0,0,2937,333,1099,342,367,406,323,732,8,1,0.11,0.37,0.12,0.12,0.14,0.11,0.25,0,105336.26,8404,3845,3091,1271,188,1,0.46,0.37,0.15,0.02,5467,5287,392,492,426,652,1137,1756,612,180,1,0.97,0.07,0.09,0.08,0.12,0.21,0.32,0.11,0.03,900.25,430845.7179000005,182512.7228000015
2,PEPPER ROAD,2003,1816,76,86,0,17,16,27,1976,1,0.91,0.04,0.04,0,0.01,0.01,0.01,0.99,2003,41,190,76,234,159,327,349,627,1,0.02,0.09,0.04,0.12,0.08,0.16,0.17,0.31,970,410,560,525,445,1,0.42,0.58,0.54,0.46,1154,970,184,734,236,1,0.84,0.16,0.76,0.24,1,1696,1295,951,1,0.76,0.56,525,29,1,0.06,1055,866,72,36,16,10,55,1,0.82,0.07,0.03,0.02,0.01,0.05,30.3,970,116,163,162,89,211,229,1,0.12,0.17,0.17,0.09,0.22,0.24,87359.55,1154,352,308,7,0,6,11,470,0,0,1,0.31,0.27,0.01,0,0.01,0.01,0.41,0,0,734,31,11,11,28,241,306,174,0,1,0.04,0.01,0.01,0.04,0.33,0.42,0.24,0,329411.76,970,94,386,317,153,1,0.1,0.4,0.33,0.16,236,231,0,0,0,7,7,33,189,5,1,0.98,0,0,0,0.03,0.03,0.14,0.8,0.02,2768.88,429583.4277999997,202697.5821999982
44,PERRYVILLE,3841,3125,493,90,0,0,266,218,3623,1,0.81,0.13,0.02,0,0,0.07,0.06,0.94,3841,72,567,373,374,402,613,609,831,1,0.02,0.15,0.1,0.1,0.1,0.16,0.16,0.22,1540,588,952,805,735,1,0.38,0.62,0.52,0.48,1610,1540,70,755,785,1,0.96,0.04,0.49,0.51,1,2829,1723,621,1,0.61,0.22,805,33,1,0.04,1603,1352,102,33,31,0,85,1,0.84,0.06,0.02,0.02,0,0.05,21.53,1540,362,355,230,219,142,232,1,0.24,0.23,0.15,0.14,0.09,0.15,55760.87,1610,488,364,60,52,158,233,255,0,0,1,0.3,0.23,0.04,0.03,0.1,0.14,0.16,0,0,755,0,0,164,227,296,68,48,0,1,0,0,0.22,0.3,0.39,0.09,0.06,0,197026.43,1540,174,548,685,108,1,0.11,0.36,0.44,0.07,785,760,0,56,54,194,194,78,209,25,1,0.97,0,0.07,0.07,0.25,0.25,0.1,0.27,0.03,848.55,479595.12370000035,210374.28220000118
126,PINEY BRANCH ROAD,18649,4658,4397,1059,57,8033,890,10886,7763,1,0.25,0.24,0.06,0,0.43,0.05,0.58,0.42,18649,1907,3590,1626,3726,3364,1682,1458,1296,1,0.1,0.19,0.09,0.2,0.18,0.09,0.08,0.07,5330,930,4400,3933,1397,1,0.17,0.83,0.74,0.26,5620,5330,290,1775,3555,1,0.95,0.05,0.33,0.67,1,11526,5241,2891,1,0.45,0.25,3933,512,1,0.13,9346,4753,1743,2234,228,138,250,1,0.51,0.19,0.24,0.02,0.01,0.03,34.12,5330,702,1594,1194,569,798,473,1,0.13,0.3,0.22,0.11,0.15,0.09,57726.13,5620,1401,773,90,467,1005,1014,825,45,0,1,0.25,0.14,0.02,0.08,0.18,0.18,0.15,0.01,0,1775,19,44,56,157,500,787,535,21,1,0.01,0.02,0.03,0.09,0.28,0.44,0.3,0.01,328335.45,5330,817,2203,1584,718,1,0.15,0.41,0.3,0.13,3555,3504,8,7,25,110,191,2355,859,51,1,0.99,0,0,0.01,0.03,0.05,0.66,0.24,0.01,1299.58,400429.51839999855,147902.875500001
97,POINT OF ROCKS,2069,1686,213,74,0,2,188,56,2013,1,0.81,0.1,0.04,0,0,0.09,0.03,0.97,2069,118,435,116,212,329,300,297,262,1,0.06,0.21,0.06,0.1,0.16,0.15,0.14,0.13,722,117,605,581,141,1,0.16,0.84,0.8,0.2,739,722,17,663,59,1,0.98,0.02,0.92,0.08,1,1400,990,631,1,0.71,0.45,581,10,1,0.02,915,650,107,120,0,0,38,1,0.71,0.12,0.13,0,0,0.04,41.36,722,25,90,79,97,245,186,1,0.03,0.12,0.11,0.13,0.34,0.26,114285.71,739,718,21,0,0,0,0,0,0,0,1,0.97,0.03,0,0,0,0,0,0,0,663,0,0,5,41,232,369,42,0,1,0,0,0.01,0.06,0.35,0.56,0.06,0,328997.29,722,12,156,309,210,1,0.02,0.22,0.43,0.29,59,59,0,0,6,21,7,5,20,0,1,1,0,0,0.1,0.36,0.12,0.08,0.34,0,839.93,353971.51910000294,178512.56439999864
67,PRINCE GEORGE'S PLAZA,16908,5139,5948,634,80,4508,1198,5794,11114,1,0.3,0.35,0.04,0,0.27,0.07,0.34,0.66,16908,1105,2873,1782,3283,2771,1897,1814,1383,1,0.07,0.17,0.11,0.19,0.16,0.11,0.11,0.08,5836,1602,4234,3521,2315,1,0.27,0.73,0.6,0.4,6145,5836,309,2435,3401,1,0.95,0.05,0.42,0.58,1,11148,6583,4246,1,0.59,0.38,3521,267,1,0.08,9677,5130,879,2891,406,129,242,1,0.53,0.09,0.3,0.04,0.01,0.03,33.69,5836,710,1077,1167,1036,1036,810,1,0.12,0.18,0.2,0.18,0.18,0.14,74228.79,6145,2343,318,53,165,371,1120,1771,4,0,1,0.38,0.05,0.01,0.03,0.06,0.18,0.29,0,0,2435,70,112,136,254,696,942,476,8,1,0.03,0.05,0.06,0.1,0.29,0.39,0.2,0,292744.25,5836,762,2684,1774,550,1,0.13,0.46,0.3,0.09,3401,3326,0,48,68,40,78,1598,1569,75,1,0.98,0,0.01,0.02,0.01,0.02,0.47,0.46,0.02,1447.12,403823.70340000093,144164.7135999985
35,REISTERSTOWN PLAZA,11499,3039,7884,30,40,226,560,297,11202,1,0.26,0.69,0,0,0.02,0.05,0.03,0.97,11499,670,1881,620,1455,1378,1555,1882,2058,1,0.06,0.16,0.05,0.13,0.12,0.14,0.16,0.18,4720,2041,2679,2456,2264,1,0.43,0.57,0.52,0.48,5148,4720,428,2244,2476,1,0.92,0.08,0.48,0.52,1,8328,4990,2413,1,0.6,0.29,2456,412,1,0.17,4864,2760,629,1125,149,56,145,1,0.57,0.13,0.23,0.03,0.01,0.03,30.18,4720,1766,858,806,545,487,258,1,0.37,0.18,0.17,0.12,0.1,0.05,42307.69,5148,1512,1099,134,423,729,418,833,0,0,1,0.29,0.21,0.03,0.08,0.14,0.08,0.16,0,0,2244,142,256,444,738,482,147,252,8,1,0.06,0.11,0.2,0.33,0.21,0.07,0.11,0,168970.19,4720,1267,2023,1075,339,1,0.27,0.43,0.23,0.07,2476,2405,114,158,118,177,778,872,259,71,1,0.97,0.05,0.06,0.05,0.07,0.31,0.35,0.1,0.03,954.39,425453.6388999969,187117.32609999925
117,RIGGS ROAD,26634,3813,4593,840,183,16768,874,19447,7187,1,0.14,0.17,0.03,0.01,0.63,0.03,0.73,0.27,26634,2670,4309,2533,5533,4545,3479,1958,1607,1,0.1,0.16,0.1,0.21,0.17,0.13,0.07,0.06,6607,952,5655,4878,1729,1,0.14,0.86,0.74,0.26,6913,6607,306,2614,3993,1,0.96,0.04,0.4,0.6,1,17122,6051,2452,1,0.35,0.14,4878,642,1,0.13,15277,5713,5460,3327,581,41,155,1,0.37,0.36,0.22,0.04,0,0.01,34.34,6607,939,1406,1353,1147,1016,746,1,0.14,0.21,0.2,0.17,0.15,0.11,67710.64,6913,2739,357,8,280,1120,1555,854,0,0,1,0.4,0.05,0,0.04,0.16,0.22,0.12,0,0,2614,85,126,179,343,971,835,375,17,1,0.03,0.05,0.07,0.13,0.37,0.32,0.14,0.01,259114.32,6607,1168,2423,1905,1027,1,0.18,0.37,0.29,0.16,3993,3983,5,0,9,34,306,2598,1041,10,1,1,0,0,0,0.01,0.08,0.65,0.26,0,1315.15,401730.0368999988,146268.95199999958
63,RIVERDALE,7749,3872,2224,295,332,691,670,2142,5607,1,0.5,0.29,0.04,0.04,0.09,0.09,0.28,0.72,7749,508,1211,841,1113,1293,926,931,926,1,0.07,0.16,0.11,0.14,0.17,0.12,0.12,0.12,2695,835,1860,1724,971,1,0.31,0.69,0.64,0.36,2949,2695,254,1816,879,1,0.91,0.09,0.67,0.33,1,5189,3254,2445,1,0.63,0.47,1724,90,1,0.05,4283,2487,565,712,221,132,166,1,0.58,0.13,0.17,0.05,0.03,0.04,33.91,2695,292,446,447,279,640,591,1,0.11,0.17,0.17,0.1,0.24,0.22,89560.93,2949,1770,206,7,136,127,235,430,38,0,1,0.6,0.07,0,0.05,0.04,0.08,0.15,0.01,0,1816,32,39,105,134,610,795,273,0,1,0.02,0.02,0.06,0.07,0.34,0.44,0.15,0,298032.79,2695,221,1132,885,414,1,0.08,0.42,0.33,0.15,879,865,0,33,77,66,92,436,175,14,1,0.98,0,0.04,0.09,0.08,0.1,0.5,0.2,0.02,1188.65,405637.4900999963,143902.1911999993
121,RIVERDALE PARK,13611,6300,2525,383,468,3873,124,9338,4273,1,0.46,0.19,0.03,0.03,0.28,0.01,0.69,0.31,13611,1538,2410,1474,2486,2308,1414,1125,856,1,0.11,0.18,0.11,0.18,0.17,0.1,0.08,0.06,3484,685,2799,2597,887,1,0.2,0.8,0.75,0.25,3732,3484,248,1708,1776,1,0.93,0.07,0.49,0.51,1,8189,3020,1235,1,0.37,0.15,2597,308,1,0.12,7186,3517,2075,1076,154,289,75,1,0.49,0.29,0.15,0.02,0.04,0.01,34.8,3484,615,869,709,370,575,346,1,0.18,0.25,0.2,0.11,0.17,0.1,59097.32,3732,1867,294,20,136,841,103,433,38,0,1,0.5,0.08,0.01,0.04,0.23,0.03,0.12,0.01,0,1708,27,38,155,319,811,324,273,0,1,0.02,0.02,0.09,0.19,0.47,0.19,0.16,0,238840.94,3484,585,1209,927,691,1,0.17,0.35,0.27,0.2,1776,1776,20,0,19,44,382,1035,276,0,1,1,0.01,0,0.01,0.02,0.22,0.58,0.16,0,1204.35,407060.8474999964,143566.80480000004
115,RIVERDALE ROAD,17470,4007,7792,753,382,3752,1568,6526,10944,1,0.23,0.45,0.04,0.02,0.21,0.09,0.37,0.63,17470,1672,3250,1507,2941,2427,2291,1787,1595,1,0.1,0.19,0.09,0.17,0.14,0.13,0.1,0.09,4604,808,3796,3541,1063,1,0.18,0.82,0.77,0.23,4770,4604,166,2724,1880,1,0.97,0.03,0.59,0.41,1,11041,4996,2209,1,0.45,0.2,3541,309,1,0.09,8240,5061,1488,1430,135,54,72,1,0.61,0.18,0.17,0.02,0.01,0.01,33.04,4604,620,898,982,709,860,535,1,0.13,0.2,0.21,0.15,0.19,0.12,69959.27,4770,2908,307,0,171,818,433,122,11,0,1,0.61,0.06,0,0.04,0.17,0.09,0.03,0,0,2724,52,64,141,632,1077,718,300,0,1,0.02,0.02,0.05,0.23,0.4,0.26,0.11,0,243918.29,4604,536,1536,1372,1066,1,0.12,0.33,0.3,0.23,1880,1864,20,9,19,27,54,1324,427,16,1,0.99,0.01,0,0.01,0.01,0.03,0.7,0.23,0.01,1303.25,408505.07559999824,143797.86789999902
69,ROCKVILLE,15996,8224,1944,3245,78,1677,1656,3299,12697,1,0.51,0.12,0.2,0,0.1,0.1,0.21,0.79,15996,1320,1921,1667,2896,2206,2045,1953,1988,1,0.08,0.12,0.1,0.18,0.14,0.13,0.12,0.12,6092,1984,4108,3737,2355,1,0.33,0.67,0.61,0.39,6397,6092,305,3101,2991,1,0.95,0.05,0.51,0.49,1,11088,7200,5753,1,0.65,0.52,3737,310,1,0.08,8800,5043,733,2006,346,207,465,1,0.57,0.08,0.23,0.04,0.02,0.05,31.54,6092,877,943,1113,911,1066,1182,1,0.14,0.15,0.18,0.15,0.17,0.19,78100.99,6397,2461,608,15,172,525,292,2324,0,0,1,0.38,0.1,0,0.03,0.08,0.05,0.36,0,0,3101,54,0,53,121,600,1638,1077,25,1,0.02,0,0.02,0.04,0.19,0.53,0.35,0.01,388217.34,6092,863,2744,1821,626,1,0.14,0.45,0.3,0.1,2991,2948,102,75,68,227,47,726,1746,43,1,0.99,0.03,0.03,0.02,0.08,0.02,0.24,0.58,0.01,1959.18,387357.2814999968,157376.9690000005
36,ROGERS AVENUE,12926,992,11578,12,77,123,288,243,12683,1,0.08,0.9,0,0.01,0.01,0.02,0.02,0.98,12926,842,1648,1183,1249,1016,1958,2220,2810,1,0.07,0.13,0.09,0.1,0.08,0.15,0.17,0.22,5229,2455,2774,2521,2708,1,0.47,0.53,0.48,0.52,6413,5229,1184,2677,2552,1,0.82,0.18,0.51,0.49,1,9253,5174,1627,1,0.56,0.18,2521,403,1,0.16,4896,3106,247,1155,269,12,107,1,0.63,0.05,0.24,0.05,0,0.02,30.09,5229,1948,1221,1001,453,351,255,1,0.37,0.23,0.19,0.09,0.07,0.05,38646.6,6413,1458,2492,410,504,444,436,664,5,0,1,0.23,0.39,0.06,0.08,0.07,0.07,0.1,0,0,2677,215,830,817,422,350,27,353,5,1,0.08,0.31,0.31,0.16,0.13,0.01,0.13,0,117962.06,5229,1640,2172,1161,246,1,0.31,0.42,0.22,0.05,2552,2453,95,192,205,480,520,812,248,99,1,0.96,0.04,0.08,0.08,0.19,0.2,0.32,0.1,0.04,839.93,426558.0367999971,186333.42449999973
